Number,Korean,Translation,Translation2,WordType,
1104,국제 기구에서 일하고 싶어요.,I want to work at an international organization.
1105,김치 만드는 법을 배우고 싶어요.,I want to learn the method for making kimchi.
1106,오랜 친구를 오늘 다시 만났어요.,I met an old friend again today.
1107,요즘 젊은이들은 창업에 관심이 많아요.,Young people these days are very interested in starting businesses.
1108,대통령 후보가 세 명이에요.,There are three presidential candidates.
1109,거리에 사람들이 많았어요.,There were many people on the street.
1110,오늘까지 과제를 제출해야 해요.,I have to submit my homework by today.
1111,그 주장에는 과학적 근거가 있습니다.,That claim has a scientific basis.
1112,일기장에 매일 하루를 기록해요.,I record each day in my diary every day.
1113,시험 날짜가 점점 다가오고 있어요.,The exam date is gradually approaching.
1114,밖에서 바람이 세게 불고 있어요.,The wind is blowing hard outside.
1115,다양한 시각에서 문제를 바라봐야 합니다.,You need to look at the problem from various perspectives.
1116,그가 팀을 승리로 이끌었어요.,He led the team to victory.
1117,여러 의견을 종합하여 결정했습니다.,We made a decision by synthesizing various opinions.
1118,한글은 세종대왕이 만들었습니다.,Hangeul was created by King Sejong.
1119,가을에는 단풍이 아름다워요.,The autumn leaves are beautiful in fall.
1120,새로운 기술을 개발하는 데 3년이 걸렸어요.,It took three years to develop the new technology.
1121,내일 날씨가 좋을 거예요.,The weather will be nice tomorrow.
1122,저는 매일 아침 운동을 해요.,I exercise every morning.
1123,손가락을 다쳐서 글을 쓸 수 없어요.,I can't write because I hurt my finger.
1124,목적을 위해 어떤 수단이든 사용했어요.,They used any means for their purpose.
1125,"자, 이제 시작합시다!","Well, let's start now!"
1126,주말에는 자유롭게 시간을 보내요.,I spend time freely on weekends.
1127,그녀는 적극적인 태도로 일에 임합니다.,She approaches work with a positive attitude.
1128,이 가게는 유기농 채소를 판매합니다.,This store sells organic vegetables.
1129,좋은 습관의 형성이 중요합니다.,The formation of good habits is important.
1130,선생님의 말씀에 귀를 기울이세요.,Listen carefully to the teacher's words.
1131,이 다리의 길이가 2킬로미터예요.,The length of this bridge is 2 kilometers.
1132,영화의 마지막 장면이 인상적이었어요.,The last scene of the movie was impressive.
1133,경제가 점차 회복되고 있습니다.,The economy is gradually recovering.
1134,그 트럭은 5톤까지 실을 수 있어요.,That truck can carry up to 5 tons.
1135,이 사건은 정치와 관련되어 있습니다.,This incident is related to politics.
1136,이 호텔은 5성급입니다.,This hotel is a 5-star grade.
1137,하나만 가지고 나머지는 돌려주세요.,Take one and return the rest please.
1138,오늘 날씨가 정말 좋네요.,The weather is really nice today.
1139,친구와 더불어 여행을 떠났어요.,I set off on a trip together with a friend.
1140,의사 선생님이 약을 처방해 주셨어요.,The doctor prescribed medicine for me.
1141,도서관이 주말에도 개방됩니다.,The library is open on weekends too.
1142,할아버지는 아흔 살인데도 건강하세요.,My grandfather is healthy even though he is ninety years old.
1143,미래를 위해 지금 열심히 공부해야 해요.,You have to study hard now for the future.
1144,"앞서 말씀드린 것처럼, 일정이 변경되었습니다.","As I mentioned before, the schedule has been changed."
1145,"여러분, 조용히 해 주세요.","Everyone, please be quiet."
1146,왜냐하면 오늘 비가 올 예정이기 때문이에요.,Because it is expected to rain today.
1147,서울의 인구는 약 천만 명이에요.,The population of Seoul is about ten million.
1148,좋은 결과를 기대하고 있어요.,I am looking forward to good results.
1149,네가 좋아하는 음식이 뭐야?,What is the food you like?
1150,공항에 무사히 도착했습니다.,I arrived safely at the airport.
1151,병이 나으려면 충분히 쉬어야 해요.,You need to rest enough to recover from sickness.
1152,새 소프트웨어를 설치했어요.,I installed new software.
1153,감동적인 영화를 보고 눈물을 흘렸어요.,I shed tears after watching a moving movie.
1154,관객들의 반응이 매우 좋았어요.,The audience's reaction was very positive.
1155,이 소설의 주인공은 열여섯 살 소녀예요.,The heroine of this novel is a sixteen-year-old girl.
1156,부모님을 공경하는 것은 당연해요.,It is natural to respect your parents.
1157,그의 작품은 많은 비판을 받았습니다.,His work received a lot of criticism.
1158,도서관에서 책을 빌렸어요.,I borrowed a book from the library.
1159,젊은 세대와 어른 세대의 생각이 다릅니다.,The younger generation and the older generation think differently.
1160,한국 사람들은 축구를 좋아해요.,Korean people like football.
1161,"형님, 오랜만에 뵙겠습니다.","Elder brother, it's been a long time since I last saw you."
1162,책상 위에 편지가 놓여 있었어요.,A letter was placed on the desk.
1163,당장 여기서 나가세요.,Get out of here immediately.
1164,해가 질 무렵 산책을 나갔어요.,I went for a walk around the time the sun was setting.
1165,그 학생의 미래가 밝아 보여요.,That student's future looks promising.
1166,아이들은 사물에 대한 호기심이 많아요.,Children have a lot of curiosity about objects.
1167,일반적으로 한국 사람들은 밥을 먹습니다.,Generally Korean people eat rice.
1168,모임 장소를 아직 정하지 못했어요.,We haven't decided on the meeting place yet.
1169,할머니의 마음씨가 곱습니다.,Grandmother has a beautiful heart.
1170,바닥이 미끄러우니 조심하세요.,Be careful because the floor is slippery.
1171,고양이가 새끼를 네 마리 낳았어요.,The cat gave birth to four kittens.
1172,그의 의견이 옳다고 생각됩니다.,I have come to think his opinion is correct.
1173,이 식당의 서비스가 매우 좋아요.,The service at this restaurant is very good.
1174,두 가지 중 하나를 선택하세요.,Choose one of the two options.
1175,마당에 나무를 심었어요.,I planted a tree in the yard.
1176,중요한 내용을 수첩에 적었어요.,I wrote down the important information in my notebook.
1177,감기에 걸려서 코가 막혔어요.,I have a stuffy nose because I caught a cold.
1178,이 요리는 만들기가 간단해요.,This dish is simple to make.
1179,저는 고등학교 때 축구를 했어요.,I played football when I was in high school.
1180,정부가 정보를 공개했습니다.,The government made the information public.
1181,교실에 학생들이 30명 있어요.,There are 30 students in the classroom.
1182,이 문제는 스스로 해결해 보세요.,Try to solve this problem by yourself.
1183,힘든 시간을 잘 견뎌 냈어요.,I endured the difficult times well.
1184,오늘 신문 기사를 읽었어요.,I read a newspaper article today.
1185,퇴근 시간에 길이 많이 막혀요.,The road gets very congested during rush hour.
1186,소셜 매체의 영향력이 커지고 있어요.,The influence of social media is growing.
1187,오늘 밤에 별이 참 많이 보여요.,There are so many stars visible tonight.
1188,서울의 지하철 노선도가 복잡해요.,Seoul's subway map is complicated.
1189,꽃에 물을 뿌렸어요.,I sprinkled water on the flowers.
1190,이 연구는 새로운 영역을 개척했습니다.,This research pioneered a new territory.
1191,한국 문화 체험 프로그램에 참가했어요.,I joined a Korean cultural experience program.
1192,경찰이 범인을 구속했습니다.,The police arrested the criminal.
1193,어쩌면 그가 맞을 수도 있어요.,It is possible that he might be right.
1194,어려움을 극복하고 성공했습니다.,I overcame the difficulties and succeeded.
1195,불법 주차를 하면 벌금을 내야 해요.,You have to pay a fine for illegal parking.
1196,이것은 우리만의 비밀이에요.,This is a secret just between us.
1197,무슨 색을 좋아하세요?,What color do you like?
1198,이 도구는 요리할 때 쓰여요.,This tool is used when cooking.
1199,매일 일정한 시간에 운동해요.,I exercise at a regular time every day.
1200,새해 결심을 다시 한번 다졌어요.,I firmed up my New Year's resolution once more.
1201,아까 전화가 왔는데 못 받았어요.,A phone call came a little while ago but I could not answer it.
1202,이 옷은 제 체형에 알맞아요.,These clothes fit my body type well.
1203,정치적 이념의 차이로 갈등이 생겼다.,Conflict arose due to differences in political ideology.
1204,그녀는 피부가 눈처럼 희다.,Her skin is as white as snow.
1205,선생님이 지도에서 서울을 가리켰다.,The teacher pointed to Seoul on the map.
1206,할머니를 모시고 병원에 갔습니다.,I accompanied my grandmother to the hospital.
1207,기술의 발달로 생활이 편리해졌다.,Life has become convenient due to the development of technology.
1208,수많은 사람들이 광장에 모였다.,Countless people gathered in the square.
1209,시험을 치르고 나니 마음이 편했다.,I felt relieved after taking the exam.
1210,우리는 모두 평화를 원합니다.,We all want peace.
1211,옆 건물에서 공사가 한창이다.,Construction is in full swing at the building next door.
1212,그는 물리학 박사 학위를 받았다.,He received a doctoral degree in physics.
1213,성에 관계없이 모두 평등하다.,Everyone is equal regardless of gender.
1214,이 분야의 전문가에게 상담을 받았다.,I received consultation from a specialist in this field.
1215,단지 궁금해서 물어본 것뿐이에요.,I asked merely out of curiosity.
1216,할아버지께서 중요한 이야기를 말씀하셨다.,My grandfather spoke about an important matter.
1217,그녀는 어릴 때부터 무용을 배웠다.,She learned dancing from a young age.
1218,이 지역은 한국의 제주도로 불린다.,This area is called the Jeju Island of Korea.
1219,형제 사이에 싸움이 자주 일어났다.,Fights frequently occurred between the siblings.
1220,자꾸 같은 실수를 반복하지 마세요.,Do not keep repeating the same mistake.
1221,어머니가 아침 식사를 차려 주셨다.,My mother prepared breakfast for us.
1222,해외여행을 가려면 여권이 필요합니다.,You need a passport to travel abroad.
1223,날씨가 그리 춥지 않았다.,The weather was not that cold.
1224,문화재를 보호하는 것은 우리의 의무입니다.,Protecting cultural assets is our duty.
1225,그녀는 따뜻한 미소를 지었다.,She gave a warm smile.
1226,보통 아침 일곱 시에 일어납니다.,I usually wake up at seven in the morning.
1227,점심에 학교 앞 식당에서 먹자.,Let us eat at the restaurant in front of the school for lunch.
1228,이 결과는 성공을 의미한다.,This result signifies success.
1229,졸업한 이래 한 번도 만나지 못했다.,I have not met them once since graduation.
1230,오늘 체육 시간에 축구를 했다.,We played soccer during physical education class today.
1231,이 위원회는 열 명으로 구성되어 있다.,This committee is organized with ten members.
1232,그 식당은 분위기가 매우 독특하다.,That restaurant has a very unique atmosphere.
1233,성공적인 사례를 참고하여 계획을 세웠다.,We made a plan by referring to successful cases.
1234,친구를 부모님께 소개했다.,I introduced my friend to my parents.
1235,사업이 잘되어서 기분이 좋다.,I am in a good mood because the business is going well.
1236,정부가 새로운 정책을 추진하고 있다.,The government is driving forward a new policy.
1237,칠월에는 장마가 시작됩니다.,The rainy season starts in July.
1238,사고의 틀을 바꿔야 합니다.,You need to change your framework of thinking.
1239,이번 시험의 평균 점수는 75점이었다.,The average score on this exam was 75 points.
1240,군인들이 매일 힘든 훈련을 받는다.,Soldiers undergo tough training every day.
1241,시대의 흐름에 맞춰 변화해야 한다.,We must change in accordance with the current of the times.
1242,십이월에는 크리스마스가 있다.,Christmas is in December.
1243,책상 위에 서류가 쌓여 있다.,Documents are piled up on the desk.
1244,회사의 이익이 작년보다 증가했다.,The company profit increased compared to last year.
1245,아이가 엄마의 손을 꼭 쥐었다.,The child held the mother hand tightly.
1246,커피 한 컵 마실래요?,Would you like to have a cup of coffee?
1247,게다가 날씨까지 나빠서 외출을 못 했다.,In addition the weather was bad so I could not go out.
1248,라면을 끓여서 먹었다.,I boiled ramen and ate it.
1249,졸업 논문을 쓰느라 바쁘다.,I am busy writing my graduation thesis.
1250,비가 갑자기 멈추었다.,The rain suddenly stopped.
1251,이 건물은 현재 사무실로 사용되고 있다.,This building is currently being used as an office.
1252,오랫동안 기다렸지만 아무도 오지 않았다.,I waited for a long time but nobody came.
1253,회사가 심각한 경영 위기에 처했다.,The company faced a serious management crisis.
1254,새로운 정당이 창당되었다.,A new political party was founded.
1255,종이에 이름을 적어 주세요.,Please write your name on the paper.
1256,친구 집을 찾아갔다.,I went to visit my friend house.
1257,어떤 상황에서도 폭력은 정당화될 수 없다.,Violence cannot be justified in any situation.
1258,혹시 시간이 있으면 만날 수 있을까요?,By any chance could we meet if you have time?
1259,한국어 실력이 많이 늘었다.,My Korean skills have increased a lot.
1260,음식의 양이 너무 많다.,The quantity of food is too much.
1261,입학 절차가 복잡하다.,The admission process is complicated.
1262,어머니는 지금 집에 계신다.,My mother is at home right now.
1263,산에서는 공기가 맑다.,The air is clean in the mountains.
1264,손이 닿지 않는 곳에 물건이 있다.,The item is in a place my hand cannot reach.
1265,저는 마케팅 부서에 속해 있습니다.,I belong to the marketing department.
1266,올림픽에 출전하는 것이 그의 꿈이다.,Competing in the Olympics is his dream.
1267,이것 이외에 다른 방법이 있을까요?,Is there another method apart from this?
1268,이 영화는 재미가 없다.,This movie has no fun.
1269,호텔에서 무료 조식을 제공한다.,The hotel offers a free breakfast.
1270,인구가 빠르게 증가하고 있다.,The population is increasing rapidly.
1271,부모님의 기대에 부응하고 싶다.,I want to live up to my parents expectations.
1272,방에 식물을 키우면 공기가 좋아진다.,Growing plants in the room improves the air.
1273,옛 친구를 오랜만에 만났다.,I met an old friend after a long time.
1274,그는 큰 소리로 이름을 외쳤다.,He shouted the name loudly.
1275,적어도 하루에 한 시간은 운동해야 한다.,You should exercise at least one hour a day.
1276,이 의자는 앉기에 매우 편하다.,This chair is very comfortable to sit in.
1277,우리 집은 삼십 평 정도 됩니다.,Our house is about thirty pyeong.
1278,모든 시민은 투표할 권리가 있다.,Every citizen has the right to vote.
1279,오늘 안에 이 일을 끝내야 한다.,I have to finish this work within today.
1280,선생님의 질문에 대답을 하지 못했다.,I could not give an answer to the teacher question.
1281,좋은 시작이 반이다.,A good beginning is half the battle.
1282,많은 어려움을 극복하고 성공했다.,I succeeded by overcoming many difficulties.
1283,일주일에 세 번 운동을 합니다.,I exercise three times a week.
1284,천연 자원을 아껴 써야 합니다.,We should use natural resources sparingly.
1285,음악에 맞춰 춤을 추었다.,I danced to the music.
1286,책의 다음 페이지를 넘겼다.,I turned to the next page of the book.
1287,어두운 곳에서 물체를 구별하기 어렵다.,It is difficult to distinguish objects in dark places.
1288,분명히 여기에 두었는데 없어졌다.,I clearly put it here but it disappeared.
1289,시민들이 거리에서 시위를 벌였다.,Citizens held a demonstration on the streets.
1290,냉장고에 아무것도 없다.,There is nothing in the refrigerator.
1291,온 세상이 하얗게 변했다.,The whole world turned white.
1292,갑자기 비가 와서 옷이 다 젖었다.,It suddenly rained and all my clothes got soaked.
1293,음료를 제외하고 모두 주문했다.,We ordered everything except drinks.
1294,이번 할인의 최대 혜택을 받으세요.,Get the greatest benefit from this discount.
1295,그는 평소에 운동을 열심히 한다.,He exercises hard on ordinary days.
1296,이 문제에 대한 견해가 다르다.,We have different views on this issue.
1297,방을 깨끗하게 청소했다.,I cleaned the room to make it spotless.
1298,할아버지는 평생 농사를 지으셨다.,My grandfather farmed his entire life.
1299,경제적 안정을 위해 저축을 한다.,I save money for economic stability.
1300,어둠 속에서 길을 찾기 어려웠다.,It was hard to find the way in the darkness.
1301,방이 너무 어두워서 불을 켰다.,The room was too dark so I turned on the light.
1302,어쨌든 결과는 좋았으니 다행이다.,In any case the result was good so that is a relief.
1303,정부가 서민 주택 공급을 늘리겠다고 했다.,The government said it would increase housing supply for ordinary
citizens.
1304,이곳은 사과의 고장으로 유명하다.,This place is famous as an apple-producing district.
1305,이 사건과 관련한 증거가 발견되었다.,Evidence related to this case was discovered.
1306,그녀의 독특한 패션이 눈길을 끌었다.,Her unique fashion drew people attention.
1307,모르는 것이 있으면 물어보세요.,If there is something you do not know please ask.
1308,늦어서 정말 미안합니다.,I am really sorry for being late.
1309,문을 세게 밀어서 열었다.,I pushed the door hard and opened it.
1310,요즘 스트레스를 많이 받고 있다.,I have been getting a lot of stress lately.
1311,"음, 그건 좀 생각해 봐야겠다.","Hmm, I need to think about that a bit."
1312,만나면 먼저 인사를 하는 것이 예의입니다.,It is polite to greet someone first when you meet them.
1313,기회가 주어지면 꼭 도전하겠다.,If an opportunity is given I will definitely take on the challenge.
1314,여러 가지 상황을 고려하여 결정했다.,I decided after considering various situations.
1315,매일 신선한 과일을 먹는 것이 좋다.,It is good to eat fresh fruit every day.
1316,이 사실은 널리 알려져 있다.,This fact is widely known.
1317,많은 젊은이들이 농촌을 떠나고 있다.,Many young people are leaving farm villages.
1318,산 정상까지 올라오는 데 두 시간 걸렸다.,It took two hours to come up to the mountain top.
1319,외출할 때 우산을 챙겨 가세요.,Take an umbrella with you when you go out.
1320,마음에 드는 색을 골라 주세요.,Please choose a color you like.
1321,얼굴에 선크림을 발랐다.,I applied sunscreen on my face.
1322,두 사람 사이의 격차가 점점 벌어지고 있다.,The gap between the two people is gradually widening.
1323,이 소설은 역사적 사건을 소재로 삼았다.,This novel used a historical event as its subject matter.
1324,경제 전망이 밝지 않다.,The economic prospect is not bright.
1325,절대 꿈을 포기하지 마세요.,Never give up on your dreams.
1326,오랜 시간에 걸쳐 문화가 형성되었다.,Culture was formed over a long period of time.
1327,고장 난 컴퓨터를 고쳤다.,I fixed the broken computer.
1328,벽에 긴 그림자가 비쳤다.,A long shadow was cast on the wall.
1329,밤사이에 눈이 많이 내렸다.,A lot of snow fell overnight.
1330,최선을 다해서 노력했다.,I tried my best with all my effort.
1331,마침내 오랜 꿈을 이루었다.,I finally achieved my long-held dream.
1332,두 제품의 가격을 비교해 보았다.,I compared the prices of the two products.
1333,시월에는 단풍이 아름답다.,The autumn leaves are beautiful in October.
1334,아이가 하루하루 커지고 있다.,The child is getting bigger day by day.
1335,한쪽으로 비켜 주세요.,Please move to one side.
1336,건강 검사를 받으러 병원에 갔다.,I went to the hospital to get a health examination.
1337,회의에서 최종 결론을 내렸다.,We reached a final conclusion at the meeting.
1338,아이를 할머니께 맡기고 출근했다.,I entrusted my child to my grandmother and went to work.
1339,주말에 국립 박물관을 방문했다.,I visited the national museum on the weekend.
1340,그 소문은 사실이 아니었다.,That rumor was not true.
1341,트럭에 짐을 싣고 출발했다.,We loaded the luggage onto the truck and departed.
1342,벽돌을 높이 쌓아 담을 만들었다.,We piled up bricks high to build a wall.
1343,"어서 오세요, 기다리고 있었어요.","Welcome, I have been waiting for you."
1344,자녀 교육에 관심이 많다.,I am very interested in my children education.
1345,이 책의 제목이 뭐예요?,What is the title of this book?
1346,나쁜 짓을 하면 안 됩니다.,You must not do bad things.
1347,법원이 무죄 판결을 내렸다.,The court delivered a not-guilty judgment.
1348,팔월에 가족 여행을 갈 계획이다.,I plan to go on a family trip in August.
1349,눈이 와서 세상이 하얗게 변했다.,It snowed and the world turned white.
1350,희망을 잃지 않고 계속 노력했다.,I kept trying without losing hope.
1351,가방에 책과 노트를 넣었다.,I put books and notebooks in the bag.
1352,그는 작년에 군대에 입대했다.,He enlisted in the army last year.
1353,노력한 그만큼 좋은 결과를 얻었다.,I got good results to that extent of my effort.
1354,무어라 말해야 할지 모르겠다.,I do not know what to say.
1355,직접 경험하고 나서야 비로소 이해했다.,I understood for the first time only after experiencing it myself.
1356,상대방의 입장에서 생각해 보세요.,Try thinking from the other person perspective.
1357,서구 문화의 영향을 많이 받았다.,It was greatly influenced by Western European culture.
1358,이 건물은 개인 소유입니다.,This building is in private possession.
1359,주말마다 시골에 내려간다.,I go down to the countryside every weekend.
1360,작은 실수가 큰 문제를 일으켰다.,A small mistake caused a big problem.
1361,계획이 잘못되어 처음부터 다시 시작했다.,The plan went wrong so we started over from the beginning.
1362,적절한 치료를 받으면 빨리 나을 수 있다.,You can recover quickly if you receive proper medical treatment.
1363,이 천의 폭이 좀 좁다.,The width of this fabric is a bit narrow.
1364,잡지 최신 호를 구입했다.,I purchased the latest issue of the magazine.
1365,창문 밖으로 손을 내밀었다.,I pushed my hand out of the window.
1366,공에 맞아서 머리가 아팠다.,My head hurt from being hit by the ball.
1367,이 회사는 여러 부문으로 나뉘어 있다.,This company is divided into several departments.
1368,이 드라마 시리즈가 인기를 끌고 있다.,This drama series is gaining popularity.
1369,언니가 임신 소식을 알려 주었다.,My older sister told us the news of her pregnancy.
1370,도둑이 경찰에게 잡혔다.,The thief was caught by the police.
1371,회사 규정을 반드시 지켜야 합니다.,You must follow the company regulations.
1372,고기 삼백 그램을 주세요.,Please give me three hundred grams of meat.
1373,할머니가 밭에서 채소를 기르신다.,My grandmother grows vegetables in the field.
1374,전문가가 데이터를 분석하고 있다.,The expert is analyzing the data.
1375,우리 식구는 모두 네 명입니다.,There are four members in our family.
1376,아예 처음부터 다시 해 봅시다.,Let us just start over from the very beginning.
1377,이 일을 어찌 해야 할지 모르겠다.,I do not know how to deal with this matter.
1378,종을 크게 울렸다.,I rang the bell loudly.
1379,이 약은 빠르게 작용한다.,This medicine works quickly.
1380,그 정보가 확실한지 다시 확인해 보세요.,Check again whether that information is certain.
1381,교통 환경 개선이 시급하다.,Improvement of the transportation environment is urgent.
1382,그릇을 설거지해서 정리했다.,I washed the dishes and organized them.
1383,이 글자가 너무 작아서 읽기 어렵다.,These letters are too small to read.
1384,서로 존중하는 태도가 바람직하다.,An attitude of mutual respect is desirable.
1385,과학자들이 새로운 치료법을 연구하고 있다.,Scientists are researching new treatments.
1386,그 아이는 성격이 매우 착하다.,That child has a very nice personality.
1387,우리 집에는 개 한 마리가 있다.,There is one dog in our house.
1388,서울의 부동산 가격이 계속 오르고 있다.,Real estate prices in Seoul keep rising.
